REPO_PATH: code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
FILE_NAME: thiazide_diuretics_dmd.csv

CONTENT_START
dmd_code,term
12418911000001108,Chlorothiazide 200mg/5ml / Spironolactone 20mg/5ml oral solution 1 ml (product)
12419011000001104,Chlorothiazide 200mg/5ml / Spironolactone 20mg/5ml oral solution (Special Order) (product)
12419211000001109,Chlorothiazide 200mg/5ml / Spironolactone 20mg/5ml oral solution (Special Order) 1 ml (product)
12419811000001105,Chlorothiazide 250mg/5ml / Spironolactone 10mg/5ml oral suspension 1 ml (product)
12419911000001100,Chlorothiazide 250mg/5ml / Spironolactone 10mg/5ml oral suspension (Special Order) (product)
12420011000001103,Chlorothiazide 250mg/5ml / Spironolactone 10mg/5ml oral suspension (Special Order) 1 ml (product)
12420111000001102,Chlorothiazide 250mg/5ml / Spironolactone 10mg/5ml oral solution 1 ml (product)
12420211000001108,Chlorothiazide 250mg/5ml / Spironolactone 10mg/5ml oral solution (Special Order) (product)
12420311000001100,Chlorothiazide 250mg/5ml / Spironolactone 10mg/5ml oral solution (Special Order) 1 ml (product)
12420411000001107,Chlorothiazide 50mg/5ml / Spironolactone 5mg/5ml oral suspension 1 ml (product)
12420511000001106,Chlorothiazide 50mg/5ml / Spironolactone 5mg/5ml oral suspension (Special Order) (product)
12420711000001101,Chlorothiazide 50mg/5ml / Spironolactone 5mg/5ml oral suspension (Special Order) 1 ml (product)
12421411000001103,Chlorothiazide 50mg/5ml / Spironolactone 5mg/5ml oral solution 1 ml (product)
